Kauno lopšelis-darželis Linelis´;191638832;Savanorių pr. 236a, 50206 Kaunas;darzelis_linelis@inbox.lt;(37) 31 23 35;http://linelis.kaunas.lm.lt/;27;54.9148;23.9459
Kauno lopšelis-darželis Malūnėlis´;191638266;Kovo 11-osios g. 48, 51325 Kaunas;malunelis@hotmail.com;(37) 35 12 46;http://www.ldmalunelis.lt/;28;54.9089;23.979
Kauno lopšelis-darželis Mažylis´;191639934;P. Plechavičiaus g. 13, 49257 Kaunas;darzelismazylis@takas.lt;(37) 38 67 35;http://www.mazylisld.lt/index.php/component/content/?view=featured;29;54.929;23.946
Kauno lopšelis-darželis Naminukas´;191641586;Ašigalio g. 39, 49147 Kaunas;naminukas1@takas.lt;(37) 38 66 08;http://www.ldnaminukas.lt/;30;54.933;23.9305
Kauno lopšelis-darželis Nežiniukas´;191642873;Vakarų g. 14, 51307 Kaunas;darzelisneziniukas@takas.lt;(37) 73 35 42;http://neziniukas.kaunas.lm.lt/;31;54.9099;23.9585
Kauno lopšelis-darželis Obelėlė´;191641771;K. Baršausko g. 76, 51439 Kaunas;darz.obelele@takas.lt;(37) 45 14 27;http://obelele.mikrovisata.net/;32;54.8997;23.9708
Kauno lopšelis-darželis Pagrandukas´;191636062;V. Krėvės pr. 58, 50459 Kaunas;darzelis@pagrandukas.kaunas.lm.lt;(37) 31 42 02;http://www.ldpagrandukas.lt/;33;54.918;23.978
Kauno Panemunės lopšelis-darželis;291635680;Vaidoto g. 26a, 45318 Kaunas;panemunes28@gmail.com ;(37) 34 58 77;http://www.panemunesld.kaunas.lm.lt/index.html;34;54.8686;23.9721
Kauno lopšelis-darželis Pasaka´;291634240;V. Krėvės pr. 63a, 50355 Kaunas;pasaka.p@gmail.com;(37) 31 41 07;http://www.kaunopasaka.lt/;35;54.9235;23.9739
Kauno sanatorinis lopšelis-darželis Pienė´;191642154;Birutės g. 9, 45319 Kaunas;info@piene.lt;(37) 34 54 54;http://www.piene.lt/;36;54.8712;23.9738
Kauno lopšelis-darželis Pušaitė´;191637926;Varnių g. 49, 48412 Kaunas;ldpusaite@yahoo.com;(37) 36 30 86;http://www.kaunopusaite.lt/;37;54.9154;23.9046
Kauno sanatorinis lopšelis-darželis Pušynėlis´;191635875;Vaidoto g. 7a, 45388 Kaunas;ldpusynelis@gmail.com;(37) 34 58 83;http://www.pusynelis.kaunas.lm.lt/index.php/component/content/?view=featured;38;54.8677;23.9744
Kauno lopšelis-darželis Radastėlė´;191634620;Tvirtovės al. 86a, 50184 Kaunas;ldradastele@zebra.lt;(37) 73 00 80;http://www.radastele.kaunas.lm.lt/;39;54.9127;23.933
Kauno lopšelis-darželis Rasytė´;191637011;Rasytės g. 5, 48128 Kaunas;rasytesdarzelis@gmail.com;(37) 36 28 72;http://www.kaunorasyte.lt/;40;54.932;23.902
Kauno lopšelis-darželis Rokutis´;191097825;Baltaragio g. 2, 46119 Kaunas;ldrokutis@gmail.com;(37) 43 60 49;http://www.ldrokutis.lt/;41;54.8402;23.9412
Kauno lopšelis-darželis Sadutė´;191634588;Partizanų g. 122, 50340 Kaunas;sadute@gmail.com;(37) 31 23 30;http://www.sadute.kaunas.lm.lt/;42;54.9292;23.9828
Kauno lopšelis-darželis Saulutė´;191636258;V. Krėvės pr. 56, 50402 Kaunas;dmsaulute@takas.lt ;(37) 31 20 33;http://www.kaunosaulute.lt/;43;54.9187;23.977
Kauno lopšelis-darželis Smalsutis´;191642492;Taikos pr. 72, 51298 Kaunas;smalsutis2@gmail.com;(37) 45 46 20;http://www.smalsutis.kaunas.lm.lt/;44;54.9103;23.9692
Kauno lopšelis-darželis Spindulėlis´;191642916;Kalniečių g. 245a, 49339 Kaunas ;spindulelis_kaunas@hotmail.com;(37) 73 16 94;http://www.spindulelis.com/;45;54.9242;23.9333
Kauno lopšelis-darželis Spindulys´;191635537;Sukilėlių pr. 71, 49324 Kaunas;dspindulys@takas.lt;(37) 38 67 73;http://www.spindulys.kaunas.lm.lt/;46;54.9258;23.9268
Kauno lopšelis-darželis Spragtukas´;191634773;Kęstučio g. 44a, 44308 Kaunas;darzelis@spragtukas.lt;(37) 42 57 64;http://www.spragtukas.lt/;47;54.8962;23.915
Kauno lopšelis-darželis Svirnelis´;191638647;S. Lozoraičio g. 24, 50136 Kaunas;svirnelisld@gmail.com;(37) 31 17 35;http://www.svirnelis.kaunas.lm.lt/;48;54.9193;23.9383
Kauno Šančių lopšelis-darželis;191640484;Miglovaros g. 14, 45293 Kaunas;sanciudarzelis@gmail.com;(37) 34 15 06;http://www.svirnelis.kaunas.lm.lt/;49;54.8616;23.9405
Kauno lopšelis-darželis Šermukšnėlis´;191643594;A. Ramanausko-Vanago g. 6, 49305 Kaunas;ldsermuksnelis@zebra.lt;(37) 31 20 15;http://sermuksnelis.mir.lt/?id=3;50;54.9271;23.9455
Kauno lopšelis-darželis Šilelis´;191636639;R. Kalantos g. 118, 52346 Kaunas;sileliskaunas@gmail.com;(37) 45 67 33;http://www.silelis.kaunas.lm.lt/;51;54.8921;24.0117
Kauno lopšelis-darželis Šilinukas´;195093831;Pašilės g. 34, 51358 Kaunas;darzelissilinukas@zebra.lt;(37) 35 31 32;http://www.silinukas.lt/;52;54.9065;23.9663
Kauno Tirkiliškių lopšelis-darželis;191098012;Tirkiliškių g. 47, 46458 Kaunas;tirkdarzelis@takas.lt;(37) 39 26 00;http://www.tirkiliskiudarzelis.lt/;53;54.8604;23.8695
Kauno lopšelis-darželis Tukas´;191643441;Pakraščio g. 7a, 49390 Kaunas;tukasdm@tukas.kaunas.lm.lt;(37) 31 19 83;http://www.tukas.kaunas.lm.lt/index.php;54;54.9235;23.9565
Kauno lopšelis-darželis Vaidilutė´;191636596;Draugystės g. 5c, 51278 Kaunas;vaidilute@takas.lt;(37) 45 60 22;http://www.vaidilute.kaunas.lm.lt/;55;54.9129;23.9802
Kauno lopšelis-darželis Vaikystė´;191633486;Partizanų g. 42, 49484 Kaunas;vaikyste@net.davgita.lt;(37) 31 10 14;http://www.vaikystesdarzelis.lt/;56;54.9187;23.9595
Kauno lopšelis-darželis Varpelis´;191636824;S. Žukausko g. 17, 49311 Kaunas;varpelisld@gmail.com;(37) 38 67 02;http://www.varpelisld.kaunas.lm.lt/;57;54.927;23.9398
Kauno lopšelis-darželis Vėrinėlis´;191641248;Žiemgalių g. 1, 48222 Kaunas;info@verinelis.lt;(37) 36 65 99;http://www.verinelis.kaunas.lm.lt/;58;54.9227;23.8791
Kauno lopšelis-darželis Vilnelė´;191637883;Vytenio g. 8, 48417 Kaunas;ldvilnele@yahoo.com;(37) 36 36 41;http://www.darzelisvilnele.lt/;59;54.9159;23.8994
Kauno lopšelis-darželis Vyturėlis´;191643256;Kalniečių g. 214, 49409 Kaunas;ldv@vyturelis.kaunas.lm.lt;(37) 38 67 42;http://vytureliskaunas.lt/;60;54.9244;23.9353
Kauno lopšelis-darželis Volungėlė´;291640670;Rietavo g. 20, 48256 Kaunas;volungele@parabole.lt;(37) 37 76 02;http://www.volungele.kaunas.lm.lt/;61;54.927;23.8929
Kauno Žaliakalnio lopšelis-darželis;291638790;Savanorių pr. 179c, 50177 Kaunas;kaunozaliakalniold@zebra.lt;(37) 33 40 05;http://kaunozaliakalniold.lt/;62;54.9083;23.9249
Kauno lopšelis-darželis Žara´;191641390;Ašigalio g. 13, 49157 Kaunas;zara@takas.lt;(37) 38 67 23 ;http://www.zara.kaunas.lm.lt/;63;54.9328;23.9376
Kauno lopšelis-darželis Želmenėlis´;191635918;V. Krėvės pr. 95, 50367 Kaunas;ldzelma@gmail.com;(37) 31 24 36;http://www.zelmenelis.lt/v2/;64;54.927;23.982
Kauno lopšelis-darželis Žemyna´;191633867;Kalniečių g. 257, 49336 Kaunas;zemyna@dokeda.lt;(37) 38 67 63;http://www.zemyna.kaunas.lm.lt/;65;54.926;23.9322
Kauno lopšelis-darželis Židinėlis´;191637164;Pikulo g. 31, 48428 Kaunas;zidinelisld@gmail.com;(37) 36 29 60;http://zidinelis.lt/;66;54.9204;23.8945
Kauno lopšelis-darželis Žiedelis´;191639749;M. Jankaus g. 40a, 50274 Kaunas;lops_darz_ziedelis@yahoo.com;(37) 73 25 85;http://www.ldziedelis.lt/;67;54.9062;23.9395
Kauno lopšelis-darželis Žilvitis´;191639215;Hipodromo g. 70, 45150 Kaunas;zilvitis.kaunas@centras.lt;(37) 34 14 10;http://www.zilvitis.kaunas.lm.lt/;68;54.875;23.9508
Kauno lopšelis-darželis Žingsnelis´;191643637;Rasytės g. 9, 48131 Kaunas;darzelis@zingsnelis.kaunas.lm.lt;(37) 46 01 65;http://www.zingsnelis.kaunas.lm.lt/;69;54.9329;23.9046
Kauno lopšelis-darželis Žuvintas´;191639368;Žuvinto g. 8, 51420 Kaunas;zuvintodarzelis@gmail.com;(37) 34 83 85;http://www.zingsnelis.kaunas.lm.lt/;70;54.8987;23.9556
Kauno lopšelis-darželis Žvangutis´;191640527;Šarkuvos g. 21, 48158 Kaunas;zvangutis@dokeda.lt;(37) 37 76 31;http://www.zvangutis.lt/;71;54.9338;23.8919
Kauno 6-asis lopšelis-darželis;191633671;A. Mickevičaus  g. 54, 44244 Kaunas;6lopselis.darzelis@gmail.com;(37) 22 65 77;http://www.6lopselis-darzelis.lt/;72;54.8998;23.9189
Kauno lošelis-darželis ,,Aviliukas´;191635341;A. Mackevičiaus g. 101, 44202 Kaunas;aviliukasvd@gmail.com         kristina.sat@gmail.com;(37) 42 28 90;http://www.aviliukas.net/;73;54.9033;23.9092
Kauno menų darželis Etiudas´;191643060;V. Krėvės pr. 105a, 50372 Kaunas;etiudas@dr.com;(37) 31 39 91;http://www.etiudas.kaunas.lm.lt/;74;54.9265;23.9903
Kauno vaikų darželis Nykštukas´;291643780;Seinų g. 7, 44146 Kaunas;vdnykstukas@zebra.lt;(37) 73 08 09;http://www.nykstukas.kaunas.lm.lt/?bendros-zinios,1;75;54.9066;23.9179
Kauno vaikų darželis Raudonkepuraitė´;191636781;Trakų g. 33, 44326 Kaunas;darzelis@rkepuraite.kaunas.lm.lt;(37) 42 32 14;http://www.rkepuraite.kaunas.lm.lt/;76;54.8926;23.9296
Kauno vaikų darželis Rudnosiukas´;191636977;Betonuotojų g. 3, 52372 Kaunas;rudnosiukasdarzelis@gmail.com;(37) 35 02 78;http://www.darzelisrudnosiukas.lt/;77;54.8896;24.0032
Kauno Valdorfo darželis Šaltinėlis´;191641814;K. Baršausko g. 84, 51441 Kaunas;saltinelisvd@gmail.com;(37) 45 14 26;http://www.saltinelis-vd.lt/;78;54.8998;23.972
Kauno vaikų darželis Šarkelė´;191640712;Šarkuvos g. 24, 48171 Kaunas;sarkele@parabole.lt;(37) 37 76 00;http://www.sarkele.lt/;79;54.9327;23.8917
Kauno vaikų darželis Šnekutis´;191634435;Kariūnų pl. 7, 45432 Kaunas;darzelissnekutis@takas.lt;(37) 34 58 84;http://www.snekutis.kaunas.lm.lt/darzelis/;80;54.8615;23.9739
Kauno vaikų darželis Vaivorykštė´;191641433;Geležinio Vilko g. 9, 49274 Kaunas;vaivorykste@kalnieciai.lt;(37) 31 36 03;http://www.vaivorykste.kaunas.lm.lt/;81;54.9276;23.9643
Kauno vaikų darželis Žiogelis´;191634054;Vaistinės skg. 8, 44210 Kaunas;vdziogelis@takas.lt;(37) 42 38 36;http://darzelis-ziogelis.lt/;82;54.9022;23.914
Kauno 1-asis vaikų darželis;191633148;Griunvaldo g. 26, 44315 Kaunas;pirmasis.darzelis@gmail.com;(37) 42 35 98;http://www.pirmasisdarzelis.kaunas.lm.lt/;83;54.8921;23.9208
Kauno vaikų darželis Dvarelis´;191636443;Amerikos lietuvių g. 9, 46254 Kaunas;vd.dvarelis@gmail.com;(37) 39 14  04;http://www.36vd.kaunas.lm.lt/;84;54.8905;23.8884
Kauno darželis-mokykla Rūtelė´;191635156;Kalniečių g. 167, 50152 Kaunas;rutelesdm@rutele.kaunas.lm.lt;(37) 33 24 71;http://www.rutele.kaunas.lm.lt/;85;54.9152;23.9314
Kauno darželis-mokykla Šviesa´;191634816;Rimvydo g. 20, 50241 Kaunas;katalikiska@sviesa.kaunas.lm.lt;(37) 33 31 46;http://www.sviesa.kaunas.lm.lt/;86;54.9097;23.9512
Kauno Tirkiliškių mokykla-darželis;191094715;M. Yčo g. 2, 46457 Kaunas;tirkiliskiupm@takas.lt;(37) 39 26 11;http://www.tirkiliskiupradine.lt/;87;54.8599;23.8685
Kauno Montesori mokykla-darželis Žiburėlis´;191846114;Verkių g. 36, 44484 Kaunas;zibureliodm@ziburelis.kaunas.lm.lt;(37) 34 80 61;http://www.ziburelis.kaunas.lm.lt/;88;54.8882;23.9539
Kauno Jono Basanavičiaus gimnazija;190139463;Šarkuvos g. 28, 48168 Kaunas;gimnazija@jbasanavicius.kaunas.lm.lt;(37) 23 99 35;http://www.jbasanavicius.kaunas.lm.lt/;89;54.9328;23.8932
Kauno Stepono Dariaus ir Stasio Girėno gimnazija;290134150;Miško g. 1, 44321 Kaunas;irena.kasiene@gmail.com;(37) 42 23 87;http://www.darius-girenas.kaunas.lm.lt/;90;54.8934;23.9245
Kauno Aušros´ gimnazija;190133777;Laisvės al. 95, 44292 Kaunas;ausra@ausra.kaunas.lm.lt;(37) 42 27 44;http://www.ausra.kaunas.lm.lt/;91;54.8975;23.9035
Kauno suaugusiųjų mokymo centras;295093070;Sandėlių g. 7, 45223 Kaunas;info@ksmc.lt; (37) 42 31 72;http://ksmc.lt/;92;54.8706;23.9432
Kauno Vyturio´ gimnazija;190136887;Taikos pr. 51, 50428 Kaunas;vyturiovm@vyturys.kaunas.lm.lt;(37) 33 26 92;http://www.vyturys.kaunas.lm.lt/;93;54.913;23.9617
Kauno Veršvų vidurinė mokykla;190135828;Mūšos g. 6, 47176 Kaunas;versvuvm@versvos.kaunas.lm.lt;(37) 36 26 21;http://www.versvos.kaunas.lm.lt/;94;54.9113;23.8556
Kauno Juozo Urbšio katalikiška pagrindinė mokykla;190137074;Partizanų g. 68, 49367 Kaunas;urbsiovm@urbsys.kaunas.lm.lt;(37) 31 10 88;http://urbsys.kaunas.lm.lt/joomla/;95;54.9238;23.9714
Kauno Vandos Tumėnienės ugdymo centras;195090340;Kiaunių g. 2, 45374 Kaunas;rcmokykla@zebra.lt;(37) 34 50 52;http://www.rcm.kaunas.lm.lt/;96;54.8807;23.9834
Kauno Šančių mokykla ir Kauno Jono Jablonskio gimnazija;190134530;Vokiečių g. 164, 45299 Kaunas;sanciuvm@sanciai.kaunas.lm.lt;(37) 34 14 02;http://www.sanciai.kaunas.lm.lt/;97;54.8616;23.9425
Kauno specialioji mokykla;190797479;Apuolės g. 11, 48303 Kaunas;kasim@takas.lt;(37) 36 30 47;http://www.kvp.lt/;98;54.9169;23.8838
Kauno Rokų gimnazija;191090841;Vijūnų g. 2, 46117 Kaunas;direktore@rokai.kaunas.lm.lt;(37) 54 54 47;http://www.rokai.kaunas.lm.lt/;99;54.8431;23.939
Kauno Purienų" vidurinė mokykla;190136353;S. Lozoraičio g. 13, 50137 Kaunas;rastine@puriena.kaunas.lm.lt;(37) 31 20 60;;100;54.9201;23.936
Generolo Povilo Plechavičiaus kadetų licėjus;300117533;Žeimenos g. 66, 49331 Kaunas;cadet@plechavicius.lt;;http://www.plechavicius.kaunas.lm.lt/;101;54.9251;23.9236
Prezidento Valdo Adamkaus gimnazija;190135447;Bitininkų g. 31, 46376 Kaunas;mokykla@pranciskaus.kaunas.lm.lt;(37) 42 04 28;http://www.pranciskaus.kaunas.lm.lt/;102;54.8667;23.8999
Kauno Palemono gimnazija;190137989;Marių g. 37, 52248 Kaunas;baniulienepalemono@gmail.com;(37) 37 36 25;http://www.palemonas.kaunas.lm.lt/kitas/;103;54.909;24.0563
Kauno Milikonių pagrindinė mokykla;190139997;Baltijos g. 30, 48248 Kaunas;ryzjan@gmail.com;(37) 37 75 24;http://milikoniai.kaunas.lm.lt/;104;54.9251;23.8856
Kauno Stasio Lozoraičio pagrindinė mokykla;190135066;A. Stulginskio g. 61, 48385  Kaunas;lozoraiciovm@lozoraitis.kaunas.lm.lt;(37) 36 21 04;http://www.lozoraitis.kaunas.lm.lt/;105;54.9131;23.8931
Kauno Kovo 11-osios gimnazija;190136691;Kovo 11-osios g. 50, 51289 Kaunas;kovo11vm@kovo11.kaunas.lm.lt;(37) 45 14 18;http://www.kovo11.kaunas.lm.lt/;106;54.9097;23.9778
Kauno Juozo Grušo meno gimnazija;190139659;Šarkuvos g. 30, 48169  Kaunas;grusovm@grusas.kaunas.lm.lt;(37) 37 76 27;http://grusas.kaunas.lm.lt/;107;54.9315;23.8931
Kauno Gedimino sporto ir sveikatinimo gimnazija;190133962;Aukštaičių g. 78, 50284 Kaunas;gediminovm@gediminas.kaunas.lm.lt;(37) 42 55 64;http://www.gediminas.kaunas.lm.lt/;108;54.9034;23.9334
Kauno Jurgio Dobkevičiaus progimnazija;190135785;V. Čepinskio g. 7, 46257 Kaunas;direktorius@dobkevicius.kaunas.lm.lt;(37) 39 14 21;http://www.dobkevicius.kaunas.lm.lt/;109;54.89;23.8858
Kauno Simono Daukanto progimnazija;190136734;Taikos pr. 68, 51300 Kaunas;direktore@daukantas.kaunas.lm.lt ;(37) 45 38 53;http://www.daukantas.kaunas.lm.lt/;110;54.9109;23.968
Vytauto Didžiojo universiteto Atžalyno´ progimnazija;290136920;Partizanų g. 46, 49460 Kaunas;atzalynovm@atzalynas.kaunas.lm.lt;(37) 31 03 47;http://www.atzalynas.kaunas.lm.lt/;111;54.9192;23.9619
Kauno Aitvaro" vidurinė mokykla;195094214;Technikos g. 34, 51334 Kaunas;kaunoaitvarovm@zebra.lt;(37) 35 24 82;http://www.aitvaras.kaunas.lm.lt/;112;54.905;24.0071
Kauno jaunimo mokykla;195091976;Pašilės g. 34, 51358 Kaunas;kaunojaunimomokykla@gmail.com;(37) 45 71 35;http://www.kjm.kaunas.lm.lt/;113;54.9065;23.9663
Kauno Tito Masiulio jaunimo mokykla;191846452;Pramonės pr. 35, 51272 Kaunas;masiuliojm@masiulis.kaunas.lm.lt;(37) 45 13 84;http://www.masiulis.kaunas.lm.lt/;114;54.9152;23.9834
Kauno Aleksandro Stulginskio mokykla-daugiafunkcis centras;190138023;Partizanų g. 152, 50330  Kaunas;stulginskiovm@stulginskis.kaunas.lm.lt;(37) 31 20 88;http://www.stulginskio-mokykla.lt/;115;54.9279;23.9865
Kauno Žiburio´ pagrindinė mokykla;190137640;Verkių g. 30, 44480 Kaunas;dirziburio@gmail.com;(37) 34 80 30 ;http://www.ziburys.kaunas.lm.lt/index.php/lt/;116;54.8887;23.9523
Kauno Jono ir Petro Vileišių  mokykla-daugiafunkcis centras;190136549;Demokratų g. 36, 48420 Kaunas;mokykla@vileisis.kaunas.lm.lt;(37) 36 28 27;http://www.vileisis.kaunas.lm.lt/;117;54.9171;23.9033
Kauno Vaišvydavos pagrindinė mokykla;191090994;Vaišvydo g. 28, 45486  Kaunas;kastytis.rupsys@gmail.com;(37) 38 38 54;http://www.vaisvydava.kaunas.lm.lt/;118;54.8476;24.0222
Kauno kunigaikščio Vaidoto mokykla-daugiafunkcis centras;193043139;Vaidoto g. 115, 45390  Kaunas;vaidotopm@vaidotas.kaunas.lm.lt;(37) 34 58 68;http://www.vaidotas.kaunas.lm.lt/;119;54.8632;23.9638
Kauno Pilėnų pagrindinė mokykla;190138742;Šiaurės pr. 73, 49246 Kaunas;pilenuvm@pilenai.kaunas.lm.lt;(37) 38 67 06;http://www.pilenai.kaunas.lm.lt/;120;54.9298;23.9393
Kauno Martyno Mažvydo pagrindinė mokykla;190138176;Šiaurės pr. 55, 49202  Kaunas;mazvydovm@mazvydas.kaunas.lm.lt;(37) 31 20 49;http://www.mazvydas.kaunas.lm.lt/;121;54.9304;23.9539
Kauno Nemuno´ mokykla - daugiafunkcis centras;190136168;A. ir J. Gravrogkų g. 9, 51453 Kaunas;emunas.vesta@gmail.com;;http://www.nemunas.kaunas.lm.lt/;122;54.8988;23.97
Kauno Jono Laužiko specialioji mokykla;290983050;Tunelio g. 41, 51418 Kaunas;kauno1sim@yahoo.com;(37) 35 10 99;http://kauno1sm.puslapiai.lt/;123;54.8973;23.9527
Kauno kurčiųjų ir neprigirdinčiųjų ugdymo centras;190983398;Uosio g. 7, 50145 Kaunas;neprigir@nim.kaunas.lm.lt;(37) 33 18 72;http://www.nim.kaunas.lm.lt/;124;54.9167;23.9362
Kauno Viktoro Kuprevičiaus pagrindinė mokykla;190137455;Kovo 11-osios g. 94, 50403 Kaunas;kupreviciausvm@kuprevicius.kaunas.lm.lt;(37) 31 20 81;http://www.kuprevicius.kaunas.lm.lt/;125;54.9178;23.9759
Kauno šv. Kazimiero progimnazija;190138219;Vandžiogalos g. 51, 47416 Kaunas;mokykla@svkazimieras.kaunas.lm.lt;(37) 48 80 22;http://www.svkazimieras.kaunas.lm.lt/;126;54.9507;23.8888
Kauno Petrašiūnų progimnazija;191824947;T. Masiulio g. 10, 52372 Kaunas;humprm@hprm.kaunas.lm.lt;(37) 45 64 79;http://www.hprm.kaunas.lm.lt/;127;54.8902;24.0041
Kauno Prano Daunio ugdymo centras;190983430;Taikos pr. 6A, 50188 Kaunas;kaunosim@gmail.com;(37) 33 18 24;http://www.kasuc.lm.lt/index.php;128;54.9109;23.9386
Kauno Dainavos progimnazija;190137793;Partizanų g. 118, 50368 Kaunas;j.vengaliene@yahoo.com;(37) 31 20 99; http://www.dainava.kaunas.lm.lt/;129;54.9282;23.9833
Kauno Bernardo Brazdžionio mokykla;190138361;Partizanų g. 22, 50217 Kaunas;rastine@brazdzionis.kaunas.lm.lt;(37) 31 20 04;http://www.brazdzionis.kaunas.lm.lt/;130;54.9144;23.9494
Kauno Jono Žemaičio-Vytauto mokykla-daugiafunkcis centras;290137260;Radvilėnų pl. 7, 50258 Kaunas;radvilenuvm@radvilenai.kaunas.lm.lt;(37) 33 20 59;http://www.radvilenuvm.lt/;131;54.9067;23.9461
Kauno Žaliakalnio progimnazija;190135970;Širvintų g. 15, 50174 Kaunas;rastine@zaliakalniopm.kaunas.lm.lt;(37) 33 24 74;http://www.zaliakalniopm.kaunas.lm.lt/;132;54.9074;23.9204
Kauno technologijos universiteto Vaižganto progimnazija;190134498;Skuodo g. 27, 45131 Kaunas;mokykla@ktuvaizgantas.kaunas.lm.lt;(37) 34 14 12;http://www.ktuvaizgantas.kaunas.lm.lt/;133;54.8771;23.9424
